GO.ID	Description	p.Val	FDR	Phenotype	Genes
REAC:R-HSA-8852276	The role of GTSE1 in G2/M progression after G2 checkpoint	0.3559097143059567	0.3559097143059567	+1	CDK1,PLK1,CCNB1,CCNB2,HSP90AB1,TUBA1B,GTSE1,PSMD3,HSP90AA1
REAC:R-HSA-9029558	NR1H2 & NR1H3 regulate gene expression linked to lipogenesis	0.35707512887948445	0.35707512887948445	+1	FASN,SCD
REAC:R-HSA-2142789	Ubiquinol biosynthesis	0.35707512887948445	0.35707512887948445	+1	COQ5,COQ2
REAC:R-HSA-2408508	Metabolism of ingested SeMet, Sec, MeSec into H2Se	0.35707512887948445	0.35707512887948445	+1	AHCY,NNMT
REAC:R-HSA-5358493	Synthesis of diphthamide-EEF2	0.35707512887948445	0.35707512887948445	+1	EEF2,DPH2
REAC:R-HSA-174154	APC/C:Cdc20 mediated degradation of Securin	0.35707512887948445	0.35707512887948445	+1	UBE2C,CDC20,ANAPC5,PTTG1,UBE2S,ANAPC1,PSMD3,ANAPC7
REAC:R-HSA-450385	Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA	0.3852352229623903	0.3852352229623903	+1	EXOSC2,EXOSC6,EXOSC8
REAC:R-HSA-450513	Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA	0.3852352229623903	0.3852352229623903	+1	EXOSC2,EXOSC6,EXOSC8
REAC:R-HSA-109581	Apoptosis	0.389988204653246	0.389988204653246	+1	LMNB1,HMGB1,H1-0,HMGB2,C1QBP,AKT2,CLSPN,TFDP2,PSMD3,MAPT,KPNB1,YWHAH,TFDP1,E2F1,CDKN2A,ACIN1,SFN
REAC:R-HSA-75105	Fatty acyl-CoA biosynthesis	0.39230235827454807	0.39230235827454807	+1	ACLY,PPT1,FASN,ACACA,SCD
REAC:R-HSA-5368287	Mitochondrial translation	0.39944039339512744	0.39944039339512744	+1	MRPL37,TUFM,MRPL3,MRPS27,MRPL49,MRPL48,MRPS5,MRPS16,GADD45GIP1,MRPL57
REAC:R-HSA-1614635	Sulfur amino acid metabolism	0.39944039339512744	0.39944039339512744	+1	AHCY,MTAP,SLC25A10,MPST
REAC:R-HSA-8986944	Transcriptional Regulation by MECP2	0.40091487700397893	0.40091487700397893	+1	AURKB,PTEN,HDAC2,GPRIN1,LBR,NCOR2,IRAK1
REAC:R-HSA-9012852	Signaling by NOTCH3	0.40091487700397893	0.40091487700397893	+1	DLGAP5,TACC3,JAG2,PBX1,KAT2A,YBX1
REAC:R-HSA-5696394	DNA Damage Recognition in GG-NER	0.42212841699165526	0.42212841699165526	+1	RUVBL1,PARP1,YY1,NFRKB,ACTL6A
REAC:R-HSA-977347	Serine biosynthesis	0.4245272893800322	0.4245272893800322	+1	PHGDH,PSAT1
REAC:R-HSA-350054	Notch-HLH transcription pathway	0.4245272893800322	0.4245272893800322	+1	HDAC2,KAT2A,HDAC9,NCOR2
REAC:R-HSA-110056	MAPK3 (ERK1) activation	0.4245272893800322	0.4245272893800322	+1	CDK1,PTPN11
REAC:R-HSA-9634285	Constitutive Signaling by Overexpressed ERBB2	0.4245272893800322	0.4245272893800322	+1	SHC1,HSP90AA1
REAC:R-HSA-2243919	Crosslinking of collagen fibrils	0.4245272893800322	0.4245272893800322	+1	PCOLCE,COL1A1,LOX
REAC:R-HSA-381183	ATF6 (ATF6-alpha) activates chaperone genes	0.4245272893800322	0.4245272893800322	+1	ATF4,HSP90B1
REAC:R-HSA-9013148	CDC42 GTPase cycle	0.4245272893800322	0.4245272893800322	+1	TMPO,PLEKHG4,STARD8,KCTD3,ECT2,DEPDC1B,STEAP3,CDC42EP1,LBR,RACGAP1,DIAPH3,RALBP1,KTN1,IQGAP3,GIT1
REAC:R-HSA-5628897	TP53 Regulates Metabolic Genes	0.42460708384714674	0.42460708384714674	+1	DDIT4,G6PD,PTEN,AKT2,MLST8,SESN3,YWHAH,SFN,LRPPRC
REAC:R-HSA-9710421	Defective pyroptosis	0.43688685404466476	0.43688685404466476	+1	H2AX,POLA1,H2AZ1,DNMT3B,H3-3B,RBBP4,PRIM1,DNMT1
REAC:R-HSA-69017	CDK-mediated phosphorylation and removal of Cdc6	0.43688685404466476	0.43688685404466476	+1	CCNA2,UBE2C,ANAPC5,UBE2S,ANAPC1,PSMD3,FZR1,ANAPC7
REAC:R-HSA-388844	Receptor-type tyrosine-protein phosphatases	0.4499212641432608	0.4499212641432608	+1	SLITRK5,SLITRK6,PTPRD
REAC:R-HSA-3000480	Scavenging by Class A Receptors	0.4499212641432608	0.4499212641432608	+1	COL3A1,COL1A1,HSP90B1
REAC:R-HSA-77595	Processing of Intronless Pre-mRNAs	0.4499212641432608	0.4499212641432608	+1	NUDT21,CPSF2,SYMPK
REAC:R-HSA-1474151	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	0.46970756057984947	0.46970756057984947	+1	DHFR,HSP90AA1
REAC:R-HSA-9701898	STAT3 nuclear events downstream of ALK signaling	0.46970756057984947	0.46970756057984947	+1	HDAC2,PRDM1
REAC:R-HSA-3215018	Processing and activation of SUMO	0.46970756057984947	0.46970756057984947	+1	SAE1,UBA2
REAC:R-HSA-167243	Tat-mediated HIV elongation arrest and recovery	0.47646038667352264	0.47646038667352264	+1	SSRP1,TCEA1,NELFCD,SUPT16H
REAC:R-HSA-170834	Signaling by TGF-beta Receptor Complex	0.47646038667352264	0.47646038667352264	+1	MYC,PARP1,PPP1CC,TGIF2,TFDP2,UCHL5,MTMR4,TFDP1,NCOR2
REAC:R-HSA-912446	Meiotic recombination	0.47646038667352264	0.47646038667352264	+1	H2AX,BRCA1,H2AZ1,BLM,H3-3B,NBN,ATM,CDK4,RPA1
REAC:R-HSA-9022692	Regulation of MECP2 expression and activity	0.47646038667352264	0.47646038667352264	+1	AURKB,HDAC2,LBR,NCOR2
REAC:R-HSA-5368286	Mitochondrial translation initiation	0.47646038667352264	0.47646038667352264	+1	MRPL37,MRPL3,MRPS27,MRPL49,MRPL48,MRPS5,MRPS16,GADD45GIP1,MRPL57
REAC:R-HSA-2559580	Oxidative Stress Induced Senescence	0.47646038667352264	0.47646038667352264	+1	H2AX,H2AZ1,CDKN2C,CBX2,MAPKAPK3,H3-3B,TFDP2,RBBP4,TFDP1,E2F1,CDKN2A,CDK4
REAC:R-HSA-167238	Pausing and recovery of Tat-mediated HIV elongation	0.47646038667352264	0.47646038667352264	+1	SSRP1,TCEA1,NELFCD,SUPT16H
REAC:R-HSA-5419276	Mitochondrial translation termination	0.47646038667352264	0.47646038667352264	+1	MRPL37,MRPL3,MRPS27,MRPL49,MRPL48,MRPS5,MRPS16,GADD45GIP1,MRPL57
REAC:R-HSA-9609690	HCMV Early Events	0.47646038667352264	0.47646038667352264	+1	NDC1,TRIM28,TPR,NUP210,TUBA1B,NUP107,NUP188,NUP85,RBBP4,NUP62,AAAS,NUP93,NCOR2
REAC:R-HSA-174084	Autodegradation of Cdh1 by Cdh1:APC/C	0.4880432891431521	0.4880432891431521	+1	UBE2C,ANAPC5,UBE2S,ANAPC1,PSMD3,FZR1,ANAPC7
REAC:R-HSA-167169	HIV Transcription Elongation	0.509953464012003	0.509953464012003	+1	SSRP1,TCEA1,NELFCD,SUPT16H,GTF2H3
REAC:R-HSA-167200	Formation of HIV-1 elongation complex containing HIV-1 Tat	0.509953464012003	0.509953464012003	+1	SSRP1,TCEA1,NELFCD,SUPT16H,GTF2H3
REAC:R-HSA-73863	RNA Polymerase I Transcription Termination	0.509953464012003	0.509953464012003	+1	UBTF,POLR1E,POLR1B,GTF2H3
REAC:R-HSA-167246	Tat-mediated elongation of the HIV-1 transcript	0.509953464012003	0.509953464012003	+1	SSRP1,TCEA1,NELFCD,SUPT16H,GTF2H3
REAC:R-HSA-6807070	PTEN Regulation	0.5183400220441297	0.5183400220441297	+1	CBX2,KDM1A,PTEN,AKT2,CHD4,HDAC2,MLST8,RBBP4,MTA1,PSMD3,CHD3,RCOR1,CSNK2A1
REAC:R-HSA-196025	Formation of annular gap junctions	0.5260354940565279	0.5260354940565279	+1	ACTG1,DNM1
REAC:R-HSA-2022923	Dermatan sulfate biosynthesis	0.5260354940565279	0.5260354940565279	+1	DCN,DSEL
REAC:R-HSA-5625970	RHO GTPases activate KTN1	0.5260354940565279	0.5260354940565279	+1	KIF5B,KTN1
REAC:R-HSA-73614	Pyrimidine salvage	0.5260354940565279	0.5260354940565279	+1	TK1,UCK2
REAC:R-HSA-381033	ATF6 (ATF6-alpha) activates chaperones	0.5260354940565279	0.5260354940565279	+1	ATF4,HSP90B1
REAC:R-HSA-5250924	B-WICH complex positively regulates rRNA expression	0.5349080963534477	0.5349080963534477	+1	H2AX,DEK,H2AZ1,DDX21,H3-3B,KAT2A,MYBBP1A,POLR1E,POLR1B
REAC:R-HSA-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	0.5413576098630417	0.5413576098630417	+1	MYC,TGIF2,TFDP2,TFDP1
REAC:R-HSA-167290	Pausing and recovery of HIV elongation	0.5413576098630417	0.5413576098630417	+1	SSRP1,TCEA1,NELFCD,SUPT16H
REAC:R-HSA-167287	HIV elongation arrest and recovery	0.5413576098630417	0.5413576098630417	+1	SSRP1,TCEA1,NELFCD,SUPT16H
REAC:R-HSA-201722	Formation of the beta-catenin:TCF transactivating complex	0.5542596380951212	0.5542596380951212	+1	H2AX,MYC,H2AZ1,RUVBL1,BCL9,H3-3B,PYGO2,TRRAP,TLE4
REAC:R-HSA-6806664	Metabolism of vitamin K	0.5542596380951212	0.5542596380951212	+1	VKORC1L1
REAC:R-HSA-9708296	tRNA-derived small RNA (tsRNA or tRNA-related fragment, tRF) biogenesis	0.5542596380951212	0.5542596380951212	+1	ELAC2
REAC:R-HSA-9018676	Biosynthesis of D-series resolvins	0.5542596380951212	0.5542596380951212	+1	LTA4H
REAC:R-HSA-9023661	Biosynthesis of E-series 18(R)-resolvins	0.5542596380951212	0.5542596380951212	+1	LTA4H
REAC:R-HSA-75896	Plasmalogen biosynthesis	0.5542596380951212	0.5542596380951212	+1	AGPS
REAC:R-HSA-379397	Enzymatic degradation of dopamine by COMT	0.5542596380951212	0.5542596380951212	+1	COMT
REAC:R-HSA-9734207	Nucleotide salvage defects	0.5542596380951212	0.5542596380951212	+1	APRT
REAC:R-HSA-429593	Inositol transporters	0.5542596380951212	0.5542596380951212	+1	SLC5A3
REAC:R-HSA-9636249	Inhibition of nitric oxide production	0.5542596380951212	0.5542596380951212	+1	KPNB1
REAC:R-HSA-165181	Inhibition of TSC complex formation by PKB	0.5542596380951212	0.5542596380951212	+1	AKT2
REAC:R-HSA-167152	Formation of HIV elongation complex in the absence of HIV Tat	0.5542596380951212	0.5542596380951212	+1	SSRP1,TCEA1,NELFCD,SUPT16H,GTF2H3
REAC:R-HSA-3878781	Glycogen storage disease type IV (GBE1)	0.5542596380951212	0.5542596380951212	+1	GBE1
REAC:R-HSA-73843	5-Phosphoribose 1-diphosphate biosynthesis	0.5542596380951212	0.5542596380951212	+1	PRPS2
REAC:R-HSA-1307965	betaKlotho-mediated ligand binding	0.5542596380951212	0.5542596380951212	+1	FGFR4
REAC:R-HSA-5632928	Defective Mismatch Repair Associated With MSH2	0.5542596380951212	0.5542596380951212	+1	MSH2
REAC:R-HSA-163282	Mitochondrial transcription initiation	0.5542596380951212	0.5542596380951212	+1	TFAM
REAC:R-HSA-71403	Citric acid cycle (TCA cycle)	0.5583431150988829	0.5583431150988829	+1	SDHB,DLST,IDH2
REAC:R-HSA-389357	CD28 dependent PI3K/Akt signaling	0.5583431150988829	0.5583431150988829	+1	AKT2,PIK3R3,MLST8
REAC:R-HSA-429914	Deadenylation-dependent mRNA decay	0.559436607270046	0.559436607270046	+1	EXOSC2,EIF4B,LSM7,EXOSC6,LSM2,EXOSC8
REAC:R-HSA-2559586	DNA Damage/Telomere Stress Induced Senescence	0.560315931199221	0.560315931199221	+1	H2AX,HMGA1,LMNB1,H2AZ1,CCNA2,H1-0,NBN,ATM
REAC:R-HSA-83936	Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	0.5694763801502585	0.5694763801502585	+1	SLC29A1,SLC29A4
REAC:R-HSA-9614399	Regulation of localization of FOXO transcription factors	0.5694763801502585	0.5694763801502585	+1	AKT2,SFN
REAC:R-HSA-190873	Gap junction degradation	0.5694763801502585	0.5694763801502585	+1	ACTG1,DNM1
REAC:R-HSA-380284	Loss of proteins required for interphase microtubule organization from the centrosome	0.5746133970787748	0.5746133970787748	+1	CDK1,PLK1,TUBB,NEK2,CEP131,HSP90AA1,CEP192
REAC:R-HSA-380270	Recruitment of mitotic centrosome proteins and complexes	0.5746133970787748	0.5746133970787748	+1	CDK1,PLK1,TUBB,NEK2,CEP131,HSP90AA1,MZT1,CEP192
REAC:R-HSA-2644602	Signaling by NOTCH1 PEST Domain Mutants in Cancer	0.5746133970787748	0.5746133970787748	+1	MYC,JAG2,HDAC2,KAT2A,HDAC9,NCOR2
REAC:R-HSA-2894862	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	0.5746133970787748	0.5746133970787748	+1	MYC,JAG2,HDAC2,KAT2A,HDAC9,NCOR2
REAC:R-HSA-380287	Centrosome maturation	0.5746133970787748	0.5746133970787748	+1	CDK1,PLK1,TUBB,NEK2,CEP131,HSP90AA1,MZT1,CEP192
REAC:R-HSA-167172	Transcription of the HIV genome	0.5746133970787748	0.5746133970787748	+1	SSRP1,TCEA1,NELFCD,SUPT16H,TAF9,TAF9B,GTF2H3
REAC:R-HSA-9024446	NR1H2 and NR1H3-mediated signaling	0.5746133970787748	0.5746133970787748	+1	FASN,KDM1A,SCD,KDM1B,NCOR2
REAC:R-HSA-2644603	Signaling by NOTCH1 in Cancer	0.5746133970787748	0.5746133970787748	+1	MYC,JAG2,HDAC2,KAT2A,HDAC9,NCOR2
REAC:R-HSA-2894858	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	0.5746133970787748	0.5746133970787748	+1	MYC,JAG2,HDAC2,KAT2A,HDAC9,NCOR2
REAC:R-HSA-380259	Loss of Nlp from mitotic centrosomes	0.5746133970787748	0.5746133970787748	+1	CDK1,PLK1,TUBB,NEK2,CEP131,HSP90AA1,CEP192
REAC:R-HSA-2644606	Constitutive Signaling by NOTCH1 PEST Domain Mutants	0.5746133970787748	0.5746133970787748	+1	MYC,JAG2,HDAC2,KAT2A,HDAC9,NCOR2
REAC:R-HSA-427413	NoRC negatively regulates rRNA expression	0.5775253775182037	0.5775253775182037	+1	H2AX,H2AZ1,DNMT3B,UBTF,HDAC2,H3-3B,POLR1E,POLR1B,GTF2H3,DNMT1
REAC:R-HSA-9748787	Azathioprine ADME	0.5867891447292606	0.5867891447292606	+1	IMPDH2,SLC29A1,NUDT15
REAC:R-HSA-8956321	Nucleotide salvage	0.5867891447292606	0.5867891447292606	+1	TK1,APRT,UCK2
REAC:R-HSA-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	0.5867891447292606	0.5867891447292606	+1	AKR1C2,AKR1C1,SLC27A5
REAC:R-HSA-9637690	Response of Mtb to phagocytosis	0.5867891447292606	0.5867891447292606	+1	ENO1,SFPQ,KPNB1
REAC:R-HSA-5619102	SLC transporter disorders	0.6044667785081762	0.6044667785081762	+1	NDC1,TPR,NUP210,NUP107,NUP188,NUP85,NUP62,AAAS,NUP93
REAC:R-HSA-380320	Recruitment of NuMA to mitotic centrosomes	0.6044667785081762	0.6044667785081762	+1	CDK1,PLK1,TUBB,NEK2,TUBA1B,CEP131,HSP90AA1,MZT1,CEP192
REAC:R-HSA-3270619	IRF3-mediated induction of type I IFN	0.6171888968841671	0.6171888968841671	+1	XRCC6,XRCC5
REAC:R-HSA-174430	Telomere C-strand synthesis initiation	0.6171888968841671	0.6171888968841671	+1	POLA1,PRIM1
REAC:R-HSA-5637810	Constitutive Signaling by EGFRvIII	0.6171888968841671	0.6171888968841671	+1	SHC1,HSP90AA1
REAC:R-HSA-5637812	Signaling by EGFRvIII in Cancer	0.6171888968841671	0.6171888968841671	+1	SHC1,HSP90AA1
REAC:R-HSA-196849	Metabolism of water-soluble vitamins and cofactors	0.6172731707041046	0.6172731707041046	+1	QPRT,DHFR,CD320,FASN,NNMT,AASDHPPT,ACACA,SLC19A1,GPHN,SHMT2,MTHFD2
REAC:R-HSA-3214841	PKMTs methylate histone lysines	0.6172731707041046	0.6172731707041046	+1	NSD2,KMT5A,EHMT2,KMT2A,RBBP4,WDR5,SMYD2
REAC:R-HSA-9013406	RHOQ GTPase cycle	0.6206416840289171	0.6206416840289171	+1	DEPDC1B,STEAP3,CDC42EP1,DIAPH3,IQGAP3,GIT1
REAC:R-HSA-9665245	Resistance of ERBB2 KD mutants to tesevatinib	0.6230378024099734	0.6230378024099734	+1	HSP90AA1
REAC:R-HSA-2393930	Phosphate bond hydrolysis by NUDT proteins	0.6230378024099734	0.6230378024099734	+1	NUDT15
REAC:R-HSA-110381	Resolution of AP sites via the single-nucleotide replacement pathway	0.6230378024099734	0.6230378024099734	+1	APEX1
REAC:R-HSA-9665249	Resistance of ERBB2 KD mutants to afatinib	0.6230378024099734	0.6230378024099734	+1	HSP90AA1
REAC:R-HSA-9018896	Biosynthesis of E-series 18(S)-resolvins	0.6230378024099734	0.6230378024099734	+1	LTA4H
REAC:R-HSA-9018681	Biosynthesis of protectins	0.6230378024099734	0.6230378024099734	+1	LTA4H
REAC:R-HSA-9665244	Resistance of ERBB2 KD mutants to sapitinib	0.6230378024099734	0.6230378024099734	+1	HSP90AA1
REAC:R-HSA-9665247	Resistance of ERBB2 KD mutants to osimertinib	0.6230378024099734	0.6230378024099734	+1	HSP90AA1
REAC:R-HSA-5368598	Negative regulation of TCF-dependent signaling by DVL-interacting proteins	0.6230378024099734	0.6230378024099734	+1	CCDC88C
REAC:R-HSA-111957	Cam-PDE 1 activation	0.6230378024099734	0.6230378024099734	+1	PDE1A
REAC:R-HSA-9735804	Diseases of nucleotide metabolism	0.6230378024099734	0.6230378024099734	+1	APRT
REAC:R-HSA-9665250	Resistance of ERBB2 KD mutants to AEE788	0.6230378024099734	0.6230378024099734	+1	HSP90AA1
REAC:R-HSA-9665233	Resistance of ERBB2 KD mutants to trastuzumab	0.6230378024099734	0.6230378024099734	+1	HSP90AA1
REAC:R-HSA-8985801	Regulation of cortical dendrite branching	0.6230378024099734	0.6230378024099734	+1	ROBO1
REAC:R-HSA-379401	Dopamine clearance from the synaptic cleft	0.6230378024099734	0.6230378024099734	+1	COMT
REAC:R-HSA-196854	Metabolism of vitamins and cofactors	0.6230378024099734	0.6230378024099734	+1	QPRT,AKR1C1,DHFR,CD320,FASN,NNMT,AASDHPPT,ACACA,SLC19A1,VKORC1L1,COQ5,GPHN,SHMT2,HSP90AA1,COQ2,MTHFD2
REAC:R-HSA-2173788	Downregulation of TGF-beta receptor signaling	0.6230378024099734	0.6230378024099734	+1	PPP1CC,UCHL5,MTMR4
REAC:R-HSA-8865999	MET activates PTPN11	0.6230378024099734	0.6230378024099734	+1	PTPN11
REAC:R-HSA-163560	Triglyceride catabolism	0.6230378024099734	0.6230378024099734	+1	FABP5,PPP1CC,GPD2
REAC:R-HSA-9665230	Drug resistance in ERBB2 KD mutants	0.6230378024099734	0.6230378024099734	+1	HSP90AA1
REAC:R-HSA-9652282	Drug-mediated inhibition of ERBB2 signaling	0.6230378024099734	0.6230378024099734	+1	HSP90AA1
REAC:R-HSA-9665737	Drug resistance in ERBB2 TMD/JMD mutants	0.6230378024099734	0.6230378024099734	+1	HSP90AA1
REAC:R-HSA-75944	Transcription from mitochondrial promoters	0.6230378024099734	0.6230378024099734	+1	TFAM
REAC:R-HSA-2022090	Assembly of collagen fibrils and other multimeric structures	0.6230378024099734	0.6230378024099734	+1	PCOLCE,COL3A1,COL1A1,COL8A1,LOX,COL15A1
REAC:R-HSA-165158	Activation of AKT2	0.6230378024099734	0.6230378024099734	+1	AKT2
REAC:R-HSA-1296025	ATP sensitive Potassium channels	0.6230378024099734	0.6230378024099734	+1	ABCC9
REAC:R-HSA-9665246	Resistance of ERBB2 KD mutants to neratinib	0.6230378024099734	0.6230378024099734	+1	HSP90AA1
REAC:R-HSA-947581	Molybdenum cofactor biosynthesis	0.6230378024099734	0.6230378024099734	+1	GPHN
REAC:R-HSA-1980143	Signaling by NOTCH1	0.6230378024099734	0.6230378024099734	+1	MYC,JAG2,HDAC2,KAT2A,HDAC9,NCOR2,TLE4
REAC:R-HSA-437239	Recycling pathway of L1	0.6230378024099734	0.6230378024099734	+1	KIF4A,ACTG1,TUBA1B,DNM1,RPS6KA1
REAC:R-HSA-6807047	Cholesterol biosynthesis via desmosterol	0.6230378024099734	0.6230378024099734	+1	SC5D
REAC:R-HSA-6807062	Cholesterol biosynthesis via lathosterol	0.6230378024099734	0.6230378024099734	+1	SC5D
REAC:R-HSA-391251	Protein folding	0.6230378024099734	0.6230378024099734	+1	CCT7,TBCD,TUBA1B,NOP56,CCT3,CCT4,CCT2,CCT8,CSNK2A1
REAC:R-HSA-9605308	Diseases of Base Excision Repair	0.6230378024099734	0.6230378024099734	+1	NEIL3
REAC:R-HSA-204626	Hypusine synthesis from eIF5A-lysine	0.6230378024099734	0.6230378024099734	+1	EIF5A
REAC:R-HSA-8985586	SLIT2:ROBO1 increases RHOA activity	0.6230378024099734	0.6230378024099734	+1	ROBO1
REAC:R-HSA-5250941	Negative epigenetic regulation of rRNA expression	0.6230378024099734	0.6230378024099734	+1	H2AX,H2AZ1,DNMT3B,UBTF,HDAC2,H3-3B,POLR1E,POLR1B,GTF2H3,DNMT1
REAC:R-HSA-9665251	Resistance of ERBB2 KD mutants to lapatinib	0.6230378024099734	0.6230378024099734	+1	HSP90AA1
REAC:R-HSA-211163	AKT-mediated inactivation of FOXO1A	0.6230378024099734	0.6230378024099734	+1	AKT2
REAC:R-HSA-9013508	NOTCH3 Intracellular Domain Regulates Transcription	0.6230378024099734	0.6230378024099734	+1	DLGAP5,PBX1,KAT2A
REAC:R-HSA-212300	PRC2 methylates histones and DNA	0.6239022563192262	0.6239022563192262	+1	H2AX,H2AZ1,DNMT3B,PHF19,H3-3B,RBBP4,DNMT1
REAC:R-HSA-201556	Signaling by ALK	0.6267364608586575	0.6267364608586575	+1	MYC,HDAC2,PRDM1
REAC:R-HSA-5339562	Uptake and actions of bacterial toxins	0.6267364608586575	0.6267364608586575	+1	HSP90AB1,EEF2,HSP90AA1
REAC:R-HSA-9013507	NOTCH3 Activation and Transmission of Signal to the Nucleus	0.6267364608586575	0.6267364608586575	+1	TACC3,JAG2,YBX1
REAC:R-HSA-450531	Regulation of mRNA stability by proteins that bind AU-rich elements	0.629835467210199	0.629835467210199	+1	ANP32A,KHSRP,SET,EXOSC2,EXOSC6,PSMD3,ELAVL1,EXOSC8
REAC:R-HSA-1614558	Degradation of cysteine and homocysteine	0.629835467210199	0.629835467210199	+1	SLC25A10,MPST
REAC:R-HSA-9665348	Signaling by ERBB2 ECD mutants	0.629835467210199	0.629835467210199	+1	SHC1,HSP90AA1
REAC:R-HSA-190828	Gap junction trafficking	0.6348609466199878	0.6348609466199878	+1	ACTG1,TUBA1B,DNM1,GJC2,GJC1
REAC:R-HSA-111465	Apoptotic cleavage of cellular proteins	0.6350975445687252	0.6350975445687252	+1	LMNB1,CLSPN,MAPT,ACIN1
REAC:R-HSA-190236	Signaling by FGFR	0.6410520509962847	0.6410520509962847	+1	HNRNPA1,PTBP1,FGFR4,FLRT3,HNRNPM,HNRNPH1,PTPN11
REAC:R-HSA-157858	Gap junction trafficking and regulation	0.6648697891337472	0.6648697891337472	+1	ACTG1,TUBA1B,DNM1,GJC2,GJC1
REAC:R-HSA-3000170	Syndecan interactions	0.6654534319800518	0.6654534319800518	+1	COL3A1,TNC,COL1A1
REAC:R-HSA-8950505	Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation	0.6681831707094471	0.6681831707094471	+1	LMNB1,HNRNPDL,HNRNPA2B1,MTAP
REAC:R-HSA-8853659	RET signaling	0.6681831707094471	0.6681831707094471	+1	SHC1,PIK3R3,PTPN11,PDLIM7
REAC:R-HSA-193807	Synthesis of bile acids and bile salts via 27-hydroxycholesterol	0.6783713917704254	0.6783713917704254	+1	AKR1C2,AKR1C1
REAC:R-HSA-8866910	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	0.6783713917704254	0.6783713917704254	+1	ATAD2,YY1
REAC:R-HSA-2162123	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	0.6783713917704254	0.6783713917704254	+1	PTGES2,PTGES3
REAC:R-HSA-430039	mRNA decay by 5' to 3' exoribonuclease	0.6783713917704254	0.6783713917704254	+1	LSM7,LSM2
REAC:R-HSA-9648895	Response of EIF2AK1 (HRI) to heme deficiency	0.6783713917704254	0.6783713917704254	+1	ATF4,CEBPG
REAC:R-HSA-9694631	Maturation of nucleoprotein	0.6783713917704254	0.6783713917704254	+1	PRMT1,SRPK1
REAC:R-HSA-71336	Pentose phosphate pathway	0.6783713917704254	0.6783713917704254	+1	G6PD,PRPS2
REAC:R-HSA-5620920	Cargo trafficking to the periciliary membrane	0.6846018614471138	0.6846018614471138	+1	CCT3,CCT4,CCT2,UNC119B,CCT8
REAC:R-HSA-9635486	Infection with Mycobacterium tuberculosis	0.6965404575911804	0.6965404575911804	+1	ENO1,SFPQ,KPNB1
REAC:R-HSA-2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity	0.6965404575911804	0.6965404575911804	+1	PARP1,TGIF2,NCOR2
REAC:R-HSA-5218920	VEGFR2 mediated vascular permeability	0.6965404575911804	0.6965404575911804	+1	AKT2,MLST8,HSP90AA1
REAC:R-HSA-9705677	SARS-CoV-2 targets PDZ proteins in cell-cell junction	0.7040597140486042	0.7040597140486042	+1	PALS1
REAC:R-HSA-5624138	Trafficking of myristoylated proteins to the cilium	0.7040597140486042	0.7040597140486042	+1	UNC119B
REAC:R-HSA-5661270	Formation of xylulose-5-phosphate	0.7040597140486042	0.7040597140486042	+1	SORD
REAC:R-HSA-8866911	TFAP2 (AP-2) family regulates transcription of cell cycle factors	0.7040597140486042	0.7040597140486042	+1	MYC
REAC:R-HSA-140834	Extrinsic Pathway of Fibrin Clot Formation	0.7040597140486042	0.7040597140486042	+1	TFPI
REAC:R-HSA-5423599	Diseases of Mismatch Repair (MMR)	0.7040597140486042	0.7040597140486042	+1	MSH2
REAC:R-HSA-112307	Transmission across Electrical Synapses 	0.7040597140486042	0.7040597140486042	+1	GJC1
REAC:R-HSA-6785470	tRNA processing in the mitochondrion	0.7040597140486042	0.7040597140486042	+1	ELAC2
REAC:R-HSA-9754119	Drug-mediated inhibition of CDK4/CDK6 activity	0.7040597140486042	0.7040597140486042	+1	CDK4
REAC:R-HSA-9013425	RHOT1 GTPase cycle	0.7040597140486042	0.7040597140486042	+1	MYO19
REAC:R-HSA-167826	The fatty acid cycling model	0.7040597140486042	0.7040597140486042	+1	UCP2
REAC:R-HSA-9018679	Biosynthesis of EPA-derived SPMs	0.7040597140486042	0.7040597140486042	+1	LTA4H
REAC:R-HSA-112303	Electric Transmission Across Gap Junctions	0.7040597140486042	0.7040597140486042	+1	GJC1
REAC:R-HSA-167827	The proton buffering model	0.7040597140486042	0.7040597140486042	+1	UCP2
REAC:R-HSA-5334118	DNA methylation	0.7078244194249226	0.7078244194249226	+1	H2AX,H2AZ1,DNMT3B,H3-3B,UHRF1,DNMT1
REAC:R-HSA-390466	Chaperonin-mediated protein folding	0.7113289940222821	0.7113289940222821	+1	CCT7,TUBA1B,NOP56,CCT3,CCT4,CCT2,CCT8,CSNK2A1
REAC:R-HSA-8852135	Protein ubiquitination	0.7113289940222821	0.7113289940222821	+1	UBE2C,UBE2S,UBE2T,UBE2R2,PCNA,USP5,UBE2E3
